id,message,label
735163,Had a blast Saturday evening with some friends at Midsommerfest in Andersonville. Got a little tipsy! ,0
655111,"@nathangoss Should have seen the tree - has no bark left now  I got a scratch, but next time I see it, the tree will be dead! ahahhahah",0
801315,Depression is no jokePlease help those in need  https://www.facebook.com/kavinduhp/posts/10204373831102704Â â¦,1
802269,is depression considered a terminal illness if someone commits suicide,1
105424,@elsekramer  Yeah the spammers are discriminating: none of the females  are part of the target group apparently ,0
498555,@AnoopDoggDesai  that's how I roll anyway ,0
801857,"To be blunt, it's a tokin' puff piece... *drops mic, blows out of the joint* <Emoji: Right pointing backhand index (light skin tone)> Could 'one puff' of cannabis ease depression? - Via @mnt https://www.medicalnewstoday.com/articles/321589.phpÂ â¦",1
800119,suffering from chronic depression https://vine.co/v/iu3l2lPBhiKÂ ,1
467197,@QuelynnInc about to hit the sack  I'm good. How about yourself. Ping me tomorrow if you catch me in the stream. Goodnight zzzzzzzzzz,0
801229,@DarrenEstes This is only negative if there is a better option for depression patients. 24 is better than 0.,1
776009,@maloney  im a camera collector i love cameras  can we be friends?,0
573367,Off work! going to watch twilight! ,0
765542,"had a great weekend...very tired, very sore...i can't wait to go back! ",0
131477,Testing Threeter  More info at http://threeter.devv.com,0
84729,@adamsconsulting no problem and great - looking forward seeing more tweets ,0
801084,13 days* depression is hitting so hard that I'm getting dumb,1
800503,Back at work after taking a day off due to depression. I was feeling super shitty so I excused myself out into the hall and did some squats and push ups. I don't know why I did that but I feel a lot better and in control of my life a little more.,1
137285,wants to go to starbucks  i am so tired i wanna fo to bed ;),0
329970,"@WingsGrow bummer. well yeah, chatting whenever when you get home then ",0
526097,ha! first tweet! or is it? ,0
401497,"@slytherinbunney I did TONS of research &amp; within the variables (some models not being available in DK yet, for instance) it was the best! ",0
662985,"OMG! Me,Joey,Seyeon and Jessica are watching Metro Station together! This is gonna be so much fun!!!! ",0
588256,"Right then, off to meet Richard Hammond ",0
169853,"first time going to o'malley's last night and it was pretty cool, felt like i was back in london  cheers, mate!",0
68876,watching one tree hilllllll ,0
801807,"There is no drug for intellectual depression...Okay, maybe there is.",1
800848,Why online therapy for postpartum depression is gaining momentum  https://www.huffingtonpost.ca/2017/11/15/online-therapy-postpartum-depression_a_23275879/Â â¦,1
250351,@LiberT UR Very welcome!!! ,0
259085,@gotlove4dc3 followin u now ,0
537903,@evennieleyland We have two ,0
217911,going to NJ for cats competition ,0
91450,Too much running around today but at least it was a very productive day!  now time to relax and prepare myself for another work week...,0
725287,says schooling isn't that bad.  http://plurk.com/p/112ro8,0
408599,@pworld12 YES.. THANK GOD.. MUCH APRECiATED BABY ,0
779918,"bought apple for dinner,,hope my stomach slim faster,,hehehe... ",0
684431,@Hollywelch i agree  it will sort it's self out in the end  dress yet?? lol. i'm going out with my mom friday to look ,0
378372,"Well, i didnt try  I used to do it in my Bike..Today did it in friend's new R15, in ECR. Bike skided in mud. Got to change side Doom slate",0
173153,finished watching August Rush..it was good ,0
800519,"Keeping mostly to myself today, I'll reply to RPs soon, firs to @SansaBrokenDove and then to the other SLs I have. Yes, bad mood and crippling depression right now. I think I'll be feeling better later.",1
663335,@Sethhs23 - woo woo maybe i should get me a dodgers jersey too  how many innings are there in baseball.. seems complicated,0
657543,Playing the wii and guitar lol and wrks in few hrs ,0
801991,Hala. Why did depression and anxiety suddenly attack me? I'm so vulnerable in this kind of situation.,1
674721,@vineethanair welocme ,0
603609,"First day of summer! Going to the bank, then out with momma ",0
801291,Join this twitter chat on teen depression on May 3rd in observance of #mentalhealthawarenessmonth. https://twitter.com/NEDAstaff/status/989145614050037760Â â¦,1
120161,"@caffeinebomb Maybe they just google twitter for the site  My cousin,a computer programmer, is unaware of what Twitter is,had 2 explain",0
612877,Watching &quot;War of the Worlds&quot; ,0
681591,"@myhiddentrack, you guys are amazing.  i love the music.",0
800197,why's depression such a pain in the hole there's nothing going distinctly wrong in my life and i still want to fuck myself off a tall building,1
802299,Engaging in physical activity decreases people's chance of developing depression  https://ift.tt/2vJK3HiÂ ,1
12294,@KimKardashian Sooo I just watched Disaster Movie ABSOLUTLY HILARIOUS!!!  Ur my idol ,0
800744,anxiety: but what if u dieddepression: that's neat me:  pic.twitter.com/tU7pKvkYvL,1
664187,ok so i am up and driving...going to play  3games with less than 7 hours of sleep ahh man i hope it goes well ,0
456195,"I started my training for a 5K today, and I'm pretty sure I burnt more calories than I consumed today. But I feel great ",0
504859,"will watch DRAG ME TO HELL with Chale, Randall and Keight later  http://plurk.com/p/xzldq",0
800388,there's almost always a gender war on this app & it smells like depression rn,1
601647,@Jennifer_Clark Good morning ,0
424982,"(@victoriasmart) Note to self: live in an apartment, and you won't have to deal with gardening/insects ",0
359438,"Right, tannwick off out to enjoy sun with aid of GPS and cachemobile ",0
59904,says hello to nath ,0
802175,"Just one puff of cannabis 'could ease depression, stress and anxiety' - The Sun  https://goo.gl/fb/DDjw2MÂ ",1
800332,me: wow summer depression won't hit me this year i can FEEL ITsummer depression:  pic.twitter.com/8xSQZsnnAT,1
247371,@aubreyoday: elton john! Great song.. Just mastered it on the piano! ,0
577433,@CarlyAnnMiller every person you know minus meeeee! I couldn't go either so you and I can see it together ,0
800276,Im not afraid to admit i have depression and anxiety... I never let it get the entire best of me or destroy me.. I let it be known so people can understand where im at and where the need to be. Im stronger than that!,1
420155,http://twitpic.com/6e871 - Westminster Hall. Feel free to play Where's Liam. ,0
626030,"Wow, my Web Stats are up today  ... smiles takes a bow http://theguitars.net &amp; http://acousticguitarists.net Tony Hogan",0
97521, I'm happy and content,0
698322,at home depot feeling very very manly    ............in the garden section near the flowers      ,0
801737,I am NOT going to allow my depression to take over my life again. my mental health is going downhill again and i'm not going to let it.,1
548333,About to muder some avacado crab cakes and sweet potato fries ,0
440380,@ashieldsss  i buy u some when i bwring ipod ,0
800873,"Imagine God whispering in your ear letting you know everything that is happening is gone. Every sin, every mistake, every failure, depression.. Gone, all gone !",1
800049,"@Harald_Brinkhof 'Over eating tends to be a sign of depression'Maybe if they weren't so unattractive and unhealthy, if they tried to better themselves starting with losing weight/exercising, they would start to feel less depressed and worthless.Sounds like you need to meet some new people.",1
800327,I'm 99% stupid jokes and 1% depression but only when you aren't looking,1
219442,@RawatCentral feeling bad that I made you cry so here's another chance: give me one good reason why I should follow you! ,0
230223,@oboymikee ohhhhhhhhhhhh mikeeeeeeeeeeee where are you ,0
800092,"R 30th wedding <Emoji: Bride with veil> anniversary's 2 morrow. How she's put up with me, b n bipolar/depression,I just don't know.",1
4440,@frumousme yeah there are so many of us angry feeters  Tim's THAT good lol... I have been good I go on I  just havent posted for a while,0
653416,MMM Roast Pork was yummmyy!!! ,0
802157,You know what's super fun??? Sprinkle some latent depression on top of your #insomnia for a delicious night time snack.... pic.twitter.com/WNFPuGcB7n,1
634823,@HANNAHBANANA25 It be hella good too. And im not/cant drink now ,0
129832,@marlyyyyy you suck dick! ,0
801656,"Considered as one of the hottest place on Earth, Ethiopia's Danakil depression environnement could shed light on possibility of life on Mars, Titan and nuclear waste sites.#science #astrobiology #mars #tourism #Wednesdaywisdom https://www.astrobio.net/also-in-news/extreme-environment-of-danakil-depression-sheds-light-on-mars-titan-and-nuclear-waste/Â â¦ pic.twitter.com/owtREVn1VY",1
489308,"@decryption I heard it had a weak copy of expose and dock, looking forward to the post ",0
508699,@Misikko &amp; @MissBlondie919 are doing a #giveaway. Enter to win a Corioliss flat iron on her blog! Good luck  http://is.gd/xuu5,0
243719,"@kacibrown hi,your pic and background is so pretty and cute How are u? I am so fine Peace from Germany ",0
633661,"The night is so alive... And so am I!  Feelings, you know? ",0
800373,@nealbrennan I recently saw your Netflix special. Your description of your struggle with depression rang so true to me. Hearing someone else say what I have been feeling for decades made me feel like I'm not alone. Thanks.,1
340898,"@conartist4 Muahaha! I win! We need to go to Montrï¿½al and have official poutine, lol. Hmm, poutine! ",0
353554,@olow I'm having plenty of fun tonight for ya buddy!!! ,0
800291,Depression is real,1
236420,@brendax &lt;333333333 love you! ,0
472917,http://www.flickr.com/photos/shaunae/3489042153/ bwaaahahaha someone called this a koala! xP tee hee. He looks happy though ,0
800634,Ready for Q1? Let's go!Q1. We know many of our children/young people with SEND also have challenges around their mental health. What sort of mental health issues does your child/Children you work with experience eg. Anxiety disorder/ depression ? #SENexchange,1
389489,@LottiMorgan Not today  But soon!,0
333427,@youcancallmejuu what are u gonna watch? ,0
802138,How Leeds nurses and ex-patients are offering a way out of the darkness for mums with postnatal depression â YorkshireÂ Post  http://uklocal.net/how-leeds-nurses-and-ex-patients-are-offering-a-way-out-of-the-darkness-for-mums-with-postnatal-depression-yorkshire-post/Â â¦,1
18264,@KimKardashian  hey kim im a  huge fan! ur like my role model and i really hope i can actually meet u one day.  ,0
492261,gtg.  gonna take a bath then watch a movie XD,0
765839,Haha football very white sport...  +Junoir D+,0
623724,@melindawarren1 hahaha slap yourself ,0
90243,"@ellapaigebabe Don't worryI won't forget, if I go backstage after the show I'll do it ",0
252522,"is chillin out, hangin w/ friends. ",0
800831,Can I get some depression with sprinkles?  https://twitter.com/sweetsilktae/status/984874349059551233Â â¦,1
801442,"that's not necessarily suffering from a mental illness that's just the ups and downs of life a mental illness is an actual imbalance in your brain. so suffering from depression is all the time, it's hard to bounce back without therapy & medication",1
569213,@rockythekid http://twitpic.com/6owig - Que bello!!! T lo digo ur the best ,0
800190,Hello depression. Nice to see you again after these nice loooong.. 3 days. <Emoji: Slightly smiling face><Emoji: Slightly smiling face><Emoji: Slightly smiling face> lets chug pre-workout and pump iiiiit <Emoji: Weight lifter> #strengththerapy,1
287701,"Just got home, sleep time ",0
52215,@craigsbeardwax Goodnight ,0
801097,@newscientist @BaddieDaywin @schmids333 @Capt_depression Not really. Actually poor ad hominem to try and discredit one's stance because they share thoughts and opinions outside of their realms.,1
321249,"mall or outside or something idk whatever happens, happens! ",0
394533,@d4v3c00k Dave &quot;The Cat&quot; Cook  lands on his feet and has 9 lives!,0
801051,@JaredLeto Not when you suffer with depression  pic.twitter.com/jXfGCxyjxr,1
472865,i SHOULD be asleep ,0
295368,had a mean as time today. hanging with kendall  and jane. i &lt;3 visitors. excited for rise and build sunday!!,0
616450,@MrsSOsbourne Hope Kelly gets better ,0
624327,@pamelajdot !!!!!!!!!!!!!!!!!!!!!!!! have a fab time!!!!! Scream for us during Go Your Own Way!!!  ,0
800472,Bayern missing chances = Real winningReal winning = Ronaldo fanboys come out in droves Ronaldo fanboys come out in droves = Depression Therefore: Bayern missing chances = Depression,1
179575,"@andreeaburciu Cibernetica, ASER, prieteni, proiecte, greutati, reusite... And we start again from Do ",0
167610,@Bubazinho Ok ok .... I am currently learning ACDC solos  xx,0
684523,"mama mia, here I go again, my my how can i resist you. mama mia, does it show again, my my just how much I've missed you ",0
728503,@marcusschossow bet that is invented in sweden! hahah ,0
238993,"@mpowers7718 July 12th is the last Plano Centre show, then we are going to be doing Garland Special Event Center shows. ",0
800492,damn my depression really be out here today <Emoji: Face with tears of joy> sup bitch !,1
56061,just came home from market market. watched jash's cheerdance competition. Fun! ,0
94319,Time for bed! Have the early shift tomorrow! ,0
378588,@bethannon The kids are 7 and 2 ,0
33568,super tired... it's too early to be awake on a weekend. kings island later ,0
801950,"Well said! As one who has been battling depression going on 12+ years of diagnosis & probably all my middle school to adult life in retrospect, we must be strong in the battle for #MentalHealthAwareness & never settle for the way we are labeled. https://twitter.com/hatttiegladwell/status/988874666063417344Â â¦",1
93839,@anima Holy shit ,0
311607,at gator joe's with heather and then movies tonight!! ,0
712353,@evregirl That's my fav too!  #starwars #returnofthejedi,0
710902,"@adorablekat28 No. I think it'll be too small for my books, but I'll probably get it anyway. ",0
732990,@SimpleMia iiitsss verryy interesting ,0
461439,Note to self: do english essay and pay attention in class ,0
752737,@manicmother what a wonderful Dad he is! ,0
771955,@moodster614 it's wubsy ha asshole ,0
801448,"@JoyceAnnWert it may be effective for some things,"" but I'm moreso referring to the people who go on about """"don't take medications!!! just have positive vibes and your depression will go away :)<Emoji: Cherry blossom><Emoji: Cherry blossom><Emoji: Cherry blossom>""""",1
637840,Making good things come together behind the scenes feels good  I'll share about it one day if it pans out of course ,0
102221,"@yaseminx3 hahahahaha, I have a day off ",0
801638,"as someone who has anxiety and depression, i can tell you now i do not need a seat",1
800149,Let's just hope I don't go into a temporary depression after the game tonight. We all know I don't get outta bed and can't eat for 2 weeks when that happens. Let's. Fucking. Go. Bruins.,1
49179,@ninahayden I remember that award from when I was in elementary at Bear Creek. It's so nice that our schools recognize  ALL hard work! ,0
800454,"Sope AUMin Yoongi is a blind man who once had a passion for music. After his accident, he dropped out university and entered a critical state of depression. He didn't expect for someone, by the name of Jung Hoseok, capable of bringing colour back into his world.  pic.twitter.com/dbEShh6CiA",1
349412,"@mayhemstudios they should, for that particular film ",0
800919,Why do people welcome depression in their lives like its a cool thing to be depressed. And when they are depressed they want to include us in their aura of depression. <Emoji: Neutral face>,1
110182,Just finished with a little booty duty  that was a work out. Now I'm hungry. .,0
494953,"@westlifesgirl Hey, definitely no album in time for september sorry to say. But watch this space for tour info  x",0
801964,This depression shit is not no game I gotta shake this shit man,1
800466,"@MissPureGold *Hug..... I simply meant alot of us are sad here, not sure of depression though.",1
198631,Happy Birthday to my sweet boyfy!!! Turnin 22 years young! ,0
78613,@mileycyrus isn't it past your bedtime  just kidding!!!!!!,0
801795,"Depression recovery is a long process with ups & downs, but I just said the failure I regret most in my life is never having managed to grow a pineapple plant from a pineapple top & genuinely meant it, so that has to be encouraging",1
802025,"As some universities give free iPads, my university gave me free depression.",1
356708,"@erinmilne We have a proper dryer here. It totally OWNS. Yeah, fuck the environment! We use http://www.ecotricity.co.uk anyway. ",0
781655,"leg is crippled, like really can't walk well. so sad. lovee the new tattoo though ",0
795982,@infogeek2u I can't compete with Led Zep ,0
249143,"@DoneenMills Oldest graduates from? Whatever it is, congrats!  ",0
800384,@JasonKirell Looking forward to next week's depression because of fictional characters.  pic.twitter.com/MbZOqwiFNN,1
448732,"@flirtbuttons Mountain Dew, but Coke would be preferable! ",0
329574,@rosie_g_yo http://twitpic.com/6acm2 - OooOo yay new makeups  I love that cute lil bag.,0
381638,Sold a quilt  made friends ane having a fun time!,0
341168,Watching the nanny ,0
474546,@bilalhouri LOOOL @Eresse just recommended the same ,0
800655,Hard work and an active lifestyle is the best cure for anxiety/depression in my opinion. Productivity breeds productivity. Getting started is the toughest part.,1
788800,in UK getting ready 4 several buZZiness meetings... sUnnY ,0
767261,@CHERUBnkotb not premiere not but the following weekend. I love transformers as a kid &amp; i love Shia Labeouff even more! ,0
474917,"@DebbsElli @JoliciousJewels morning, lovely day here too ",0
801828,"When what you are doing and who you are being has no meaning, you will avoid letting go, succeeding and breaking through. When what you do is meaningless depression and anxiety are a way of life. When you have...  https://www.facebook.com/JeffCombsFan/posts/10160250333315331Â â¦",1
738100,@juliebenz Loved the first 'Saints movie... I trust your presence will ensure this one is just as awesome... ,0
693007,The Hangover!! &amp; movie popcorn of course ,0
88588,"@Fearnecotton we're listening to your show whilst cooking  it's good! from laura, kelly, heidi and sarah x",0
609329,@PaulaAbdul I haven't seen broadway in a while. I'd like to see wicked. I hear nothing but good things. ,0
617211,Saw Jimmy Carr last night and was back home for '8 out of 10 Cats' on +1. Had myself a night of laughs ,0
790394,welcome home @simplydittaa !! c u sat ,0
768458,can't wait to see @ashleybrooke121 's eyebrows *cough* I mean hair  ILY hun XD,0
379641,"Outski, Dunno what I'm doing today. Call me ",0
113077,@shaundiviney Sweeny Todd is deadset one of the best movies of all time  ,0
617121,Chillin with ellie p. Six Flags Monday!!!   Class of '14 Is Swaggatistic. ,0
800733,What a tour opening night responsibility for ex Bellowhead @boden_jon on Friday @VicHallSaltaire #Saltaire after depression-related death of  much loved promoter/folk fan Simon Heginbotham  https://twitter.com/mrkitebenefits/status/988848664620740608Â â¦ #WeAreAllRemnantKings @markybt @KimShutler_J @hawarunsaunders pic.twitter.com/PtkeSRJXkH,1
112091,Just got home from a wonderful day with my family!!  I had so much fun today. ,0
650363,@shackd Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,0
788203,"Top of the morn! @VioletJohe ok, please. ",0
169566,These headphones kick ass at blocking out outer noise! ,0
254598,One of the few perks of being unemployed is enjoying the beautiful weather at the pool ,0
246454,@PinkM Vitisho eh? haha...we'll read coz we like you ,0
171560,@hhavenwood  That response fits perfectly for the &quot;Diva&quot; combo-archetype BTW..,0
509534,"RC - want to trade: Leek, Flour, Salad, Butter, Chicken, Lobster, Chocolate &amp; Ice Cream, im me if u r interested ",0
40081,@locaoimh thank you. So how are you comfortable with your intelligence? it was not rhetoric only! ,0
736170,@PotterMoosh Whoa ok I only saw that reply just now. I've actually seen them once already. one of my friends directed a Wrockumentary ,0
771496,@tedrubin glad you have a happy tummy! ,0
495269,Almost done with charging  http://yfrog.com/59yh4fj,0
800851,"The only indie genres are Puzzle and Depression, fight me(Don't fight me I'm goofin)",1
304068,I just got 11 hours of sleep. I feel quite energized now. ,0
800984,@tanejamainhoon @TrishaBShetty So awesome to see this happening in India finally ... I know exactly how it feels ...As I have been struggling with depression for 18yrs now ( & continue to) ...So it is frustrating when family & friends don't get it that watching a funny movie will get me out of depression <Emoji: Neutral face>,1
256390,what time is it? SUMMER TIME! ,0
402238,is drinking Barq's and getting ready to eat some pizza and hanging out with Brian. I like this weekend. ,0
529082,oh the rudeness morning twitterville  HAPPY HUMP DAY,0
801566,Who will love you.Who will be brave for you.The honest Answer is there times with Depression it can feel like know one is there.Just me.,1
358918,@Derfdogdreams  thank you ,0
541309,@megdia I'm still reading &quot;East of Eden&quot; ,0
88026,mmm french toast ,0
346798,"@tomfelton http://twitpic.com/64y12 - awww, she's beautiful ",0
195889,"My Puppies, Foxy and Pixie. are sooooo cute and FUNNY. They are making me LOL today ",0
800075,I'll never understand why people use depression for attention. It's not an accessory. Lmao,1
528913,@RocknRollForeva Luckily not!My mom is not here and my dad doesnt care much! ,0
582138,@djR3Z @BuzzEdition   Texas is big enough for the both of us ,0
801955,"Not all the research is good, but in a handful of areas, including depression, chronic pain, and anxiety, there is some very promising research showing that mindfulness meditation can be as good as existing treatments (but without the nasty side effects!)  http://ow.ly/ov3O30jF8xZÂ ",1
267481,I feel almost 100% from that stomach virus thing!    Yay!,0
551004,Watching Goofy the Movei ,0
800143,@bornceo I spotted this spiral when it was praised & called creativity and depression. Give me old Ye any day.,1
536454,@THEREALSWIZZZ say happy WED*  peace*,0
81008,"@PreDivorcePower More like outer circle, not inner circle...stepping back from a lot of distractions, thankfully.  ",0
377060,http://twitpic.com/6c6nc - This doggie looks like my Bailey. ,0
611062,@KimKardashian do you trust your hair dresser? try something new like set a new trend you may look hot even tho you are already  x,0
481118,is enjoying a nice glass of red ,0
628860,Earl's wearing a tie ,0
665650,My mom's b-day ,0
495770,"@Justin_Theng haa haa, first time you EARLY sia..heee... ",0
801427,im so tired. like my life is one huge chasm of depression and maybe i should go on priv about this? yeah,1
331355,@jsusgrl most porbably bb ,0
607506,"@twinschick1 Yay, got it. Let me check it out. ",0
345509,"@stephjonesmusic http://twitpic.com/6bclz - ahh, the 'almost half-naked badass' look, very nice ",0
368753,"@ sushi tei with my mum, grace and charles! Hahaha   - http://tweet.sg",0
411776,@mcwccj thanks oh btw pls ask scott to finish his homework so he can play .. ,0
788167,@bowhaus yesss!! good good. ,0
801417,"@CHSommers @baileyc333 I'm not saying you lie, but I'd really like to see evidence for that statement. Eating disorder is the deadliest mental illness? Not suicidal depression or alcohol-/drug addiction?",1
801171,"@jajtayl No, other people suffer too but they can get cured or helped. Depression and anxiety CAN get cured. Your assertion is either wrong or a blatant lie.",1
120241,"Wishing a great Mother's Day to my mom, Nana, and the other mom's I know. ",0
747655,reallllllllllllllllllly wanna win an iPhone.   #squarespace,0
754006,"@tolisv Don;t know what the votes are for... But what if you get 8 no and 2 yes, that's 10... Would that convince you? ",0
40453,@AlanCarr Ferrero Rocher that'll go straight to your hips. Enjoy ,0
712934,i think we should all delete @whosjenny off facebook. yeah ,0
157617,"@davedawes and @slboval  Yeah I think playing the game alone, after a wknd like that = dangerous!! ",0
771092,"Playing Rock band Unplugged... Digging it. I liked Amplitude but never got it, this fits pretty close ",0
515321,"@NoToriousTori SO very NOW, I kept rewatching that freakin' scene! GUH! I need cookies now  My rush is dying. #Otalia",0
614948,@lostlovely He needs a wife ,0
801001,Falling into a depression and it's so easy to do.#keepingthefaith,1
518131,@shenrick Good point. Use your SatNav - POI Food ,0
372740,Cocktails + balcony  +scorching day = heaven ,0
660584,"Tom watching the Grand Prix, the Sunday Times and a cinnamon whirl on my lap. Green tea cooling gently. Bliss. ",0
484377,"I am sitting near reception waiting for my inrerview. Twittering, waiting for a big boss ",0
800261,"@maddiewelborn Do you feel any, like, postpartum depression?",1
666855,"@annier Or  the illustrated version: Once upon a time, they lived happily ever after.  &lt;3  The End",0
767620,know your enemy -green day!!!! ,0
571908,Let everyone have their own beliefs but the laws should not cater to any one belief. OFF my soap box now ,0
709894,i love this place  add me &quot;pkuhl&quot; http://tinyurl.com/coojk9,0
800122,"@RWPUSA I wonder if Donald Trump obtained any Provigil from Admiral Jackson.  Side effects include dry mouth, agitation, nervousness and mood changes including confusion, depression and hallucinations.",1
801536,What a strange existence you've created where you've suffered depression and also antagonize people who still feel it. Literally zero empathy here.  https://twitter.com/ayanatheoracle/status/988861135142248449Â â¦,1
444502,@donah_21 too big. hahah! ) you're so cute. ,0
802022,@withMBC Depression is real but you don't care. You're exploiting someone's illness for profit. If anything happens to Park Bom it's down to you,1
169423,soo hungry! hot dogs with all the fixings? sounds yummy ! ,0
488460,"@FranAspiemom talk to ya later hon, have a great day!! ",0
134877,yeaj! ... nu hat mein macbook auch applecare protecion plan ,0
507493,"Is off to bed, and REAALLLLYYYYY hopes Hunter can pick me up tomorrow ",0
115617,@MichelleZen you need to follow me so I could send you a direct message. ,0
289379,@WWEsBiggestFan the only thing i remember from that visit was &quot;oh crap i think i want to go to wm now&quot;..i was pretending to listen ,0
666012,"@tommcfly tom, i need you here in brazil! when you come again? i heard that you're back in october, is true?  Xx",0
160237,"Remember the days &quot;being followed&quot; by someone was a bad thing?  Anyway Ran @Harnevo is following me, cool!",0
288713,i insist. im almost 160 ,0
772303,"Graphs of your Etsy Shop Sales - coming soon to Yaami.com, more details soon ",0
778939,@bigpurpleheart Votin now! ,0
208245,@marcelekkel Not mine. ednacz's  My MB is fine. /me pats MB,0
89014,"@helen_bop sorry, i like to watch movies with explooosions!!! in them on a big screen. ",0
737507,@JackAllTimeLow u should take twitpics ,0
507123,is wishing everyone a good night. ,0
321185,just scored a $70 (pre-fees) ticket for Elton John &amp; Billy Joel tonight  $95 total ticket much better than $300 ;),0
332498,@d0opeb0ii sadly you may be right ,0
214656,@IsaChandra your spinach chickpea curry has been a dinner staple at my house since I bought Vegan with a Vengeance- my fav cookbook ,0
625813,@siana_mia So happy our Sox won today! ,0
783338,@1Omarion @TherealWill sounds grown ,0
255039,@highheelznkickz its ok; the 1st step is deniallll  LOL,0
801555,"@jonnysun the worse feeling is when you have a week of feeling better and good and you think this is it, this is the end of the depression or even feeling depressed but then it comes back and you feel like a failure and back to where you were when you felt shit. thinking this is your life",1
545220,@half_a_mind yeah... still have a few more cards to be making too  keeps me busy...,0
361559,@hiyuhime Yes indeed! ,0
590204,does anybody love The Hills? i used to think it's boring but now im quite a big fan.  i dunno...i like that it looks like real life,0
801465,"If you or you know someone that has been touched by depression, anxiety, and other mental healthâ¦  https://www.instagram.com/p/Bh_z5TQnBUV/Â ",1
801724,Depression's such a villainous state.,1
666611,i am so tired. going for a shower then to bed..  NIGHT!  oh and its so cool that @metrostation is here in the phils. yay! haha ),0
730472,@MathildaaB hi mathilda  um name's erika  sup? jus wnna make sum frnds from twitter ,0
638174,@ddlovato im soo excited for you ..lol . i know its going to be great ,0
417395,"@lkabbara  Lucky me too, trust me. Can't get that song outta my head.. it's so catchy! Welcome to tweet tweet babe!",0
432130,@JD_2020 i have placed my votes mainly for CoD WaW totally addictive game i was more fifa but it soon wore off so CoD it is ,0
235412,very happy!! coz he went h0me na!! haha.. i'm very excited for sunday!! ,0
315742,new video up ,0
654850,i LOVE pinball wizard i have decided. oops i was meant to be going to bed ay! hehe SO CHEEKY! not. nighty night! ,0
37637,"@Diana_Duncan Just need to be outside a little while to get my fix, then I'm fine with glances out window while I do the 'puter thing. ",0
547406,www.myspace.com/andybrainsforbreakfast   check it! Give me some shows to play ,0
150983,"So true, that omelette was meat-tastic! Thanks again for treating ",0
801519,will is online my depression is cured,1
735807,You're the P. Swayer to my B. Davis ,0
729544,first day of school.  *tired* :-&amp; http://plurk.com/p/113ph6,0
457480,its almost dinner time!!!! ,0
632210,@gotlove4dc3 j/k wit ur ratchet ass!! I forgot u gt defensive easy. And uh I've gt my man jst lookin 4 the other half! ,0
451187,"to all my twistedtwitter friends, I'm moving this week, will be posting more next week ... I know, I know, how can you live without me ",0
552785,Still waiting for installation to b completed.....  sO AWESOMRONIOUS!!!!!!!!!!!,0
423026,go to cinema in a few hours...  watch &quot;hannah montana-the movie&quot;... love you @mileycyrus,0
379360,"@TheRaeRae Ok, I will pick you.  Congrats! You've won a signed copy of Barracuda by Mike Monahan. Pls DM me with mailing info. ",0
